title_fa,title_en,open_jobs,category,company_size,company_site,year
نورون سیستم , Noron System,۲,کامپیوتر، فناوری اطلاعات و اینترنت,۲ - ۱۰ نفر,noronsystem.com/,None
آب معدنی البرزپلور , Alborzpur Mineral Wate Co.,۱,تولید و صنایع,۱۱ تا ۵۰ نفر,None,None
هزاره پیش‌رفت آریایی , HPA,۱,کامپیوتر، فناوری اطلاعات و اینترنت,۲ - ۱۰ نفر,None,None
ورنا آداک  , Vorna Adak,۱,کامپیوتر، فناوری اطلاعات و اینترنت,۲ - ۱۰ نفر,None,None
پرداخت الکترونیک سپهر , SepehrPay,۱,بانکداری,۵۰۱ تا ۱۰۰۰ نفر,None,None
جینوورا , Giovera,۱,تولید و صنایع,۱۱ تا ۵۰ نفر,ginovera.com,None
بیمه عمر پاسارگاد نمایندگی 82987 , Pasargad Insurance,۱,بیمه,۱۱ تا ۵۰ نفر,None,None
وان وب , 1web,۱,کامپیوتر، فناوری اطلاعات و اینترنت,۲ - ۱۰ نفر,None,None
سورنا گیم ایرانیان , Sorena Game Iranian,۱,کامپیوتر، فناوری اطلاعات و اینترنت,۲ - ۱۰ نفر,None,None
کلینیک زیبایی آمون , Amoon Clinic,۱,خدمات درمانی، پزشکی و سلامت,۱۱ تا ۵۰ نفر,None,None
زوبین آکادمی , Zoobin Academy,۱,کامپیوتر، فناوری اطلاعات و اینترنت,۲ - ۱۰ نفر,None,None
ویستو , Visto,۱,کامپیوتر، فناوری اطلاعات و اینترنت,۲ - ۱۰ نفر,visto-co.ir,None
محموله , Mahmoole,۱,کامپیوتر، فناوری اطلاعات و اینترنت,۲ - ۱۰ نفر,Mahmoole.com,None
وب سنتر , Web Center,۴,کامپیوتر، فناوری اطلاعات و اینترنت,۲ - ۱۰ نفر,None,None
پرسیس ارتباط , Persis Ertebat,۱,کامپیوتر، فناوری اطلاعات و اینترنت,۱۱ تا ۵۰ نفر,None,None
نسیم مبدل  , Nasim Mobadel,۱,تولید و صنایع,۱۱ تا ۵۰ نفر,nasimmobadel.com,None
گروه توسعه نهایت آی تی  , I2xi Development Group,۱,کامپیوتر، فناوری اطلاعات و اینترنت,۲ - ۱۰ نفر,None,None
مدیر سبز قرن , Modir Sabz,۱,کامپیوتر، فناوری اطلاعات و اینترنت,۲ - ۱۰ نفر,modiresabz.com,None
راهبران شماران سیستم , Rahbaraan,۲,کامپیوتر، فناوری اطلاعات و اینترنت,۵۱ تا ۲۰۰ نفر,www.shomaran.com,None
هسته پرداز , HPK,۱,کامپیوتر، فناوری اطلاعات و اینترنت,۲ - ۱۰ نفر,None,None
نقش رنگ خجستگان , Khogastegan,۹,تولید و صنایع,۵۱ تا ۲۰۰ نفر,None,None
هایزون گروپ , Hizone,۱,کالای مصرفی و خوراکی,۲ - ۱۰ نفر,hizone.ir,None
پرداخت الکترونیک پاسارگاد , Pasargad Electronic Payment Co.,۴,بانکداری,۵۰۱ تا ۱۰۰۰ نفر,www.pep.co.ir,None
زیرساخت داده کاوی , Zirsakht Group,۲,کامپیوتر، فناوری اطلاعات و اینترنت,۱۱ تا ۵۰ نفر,www.zirsakhtgroup.ir,None
الفبا , Alefba,۱,کامپیوتر، فناوری اطلاعات و اینترنت,۲ - ۱۰ نفر,www.alefba-app.com,None
صنایع هوشمند همیار اول , Hamyar E Aval,۳,کامپیوتر، فناوری اطلاعات و اینترنت,۱۱ تا ۵۰ نفر,None,None
فوژان اکسوم , Fojhun Exsom,۱,کامپیوتر، فناوری اطلاعات و اینترنت,۵۱ تا ۲۰۰ نفر,www.fojhun.com,None
صنعت پخش مژده  , Mojdeh Distribution Industry,۲,کالای مصرفی و خوراکی,۵۰۱ تا ۱۰۰۰ نفر,mojdeh.co,None
خانه گیاه افرا , Afra Green House,۱,کشاورزی,۲ - ۱۰ نفر,None,None
مدرسه کسب و کار آیا , Aya Business School,۳,تبلیغات، بازاریابی و برندسازی,۱۱ تا ۵۰ نفر,www.ayabusinessschool.com/,None
راستین تک , Rastin Tech,۱,کامپیوتر، فناوری اطلاعات و اینترنت,۲ - ۱۰ نفر,rastintech.net,None
طبیعت سبز میهن , Tabiat Sabz Mihan,۱,کامپیوتر، فناوری اطلاعات و اینترنت,بیش از ۱۰۰۰ نفر,tabiat-product.com,None
انتشارات آریاناقلم , Aryana Ghalam Publication,۱,رسانه و انتشارات,۲ - ۱۰ نفر,www.aryanaghlam.com,None
موسسه نگاره , Negareh,۱,آموزش، مدارس و دانشگاه‌ها,۱۱ تا ۵۰ نفر,None,None
داناکسا , Danaxa,۱,کامپیوتر، فناوری اطلاعات و اینترنت,۱۱ تا ۵۰ نفر,danaxa.com/,None
آرمان پژوهان , Arman Pajhohan,۱,آموزش، مدارس و دانشگاه‌ها,۲ - ۱۰ نفر,None,None
گروه کندو , Candoo Group,۱,کامپیوتر، فناوری اطلاعات و اینترنت,۲ - ۱۰ نفر,www.candooit.com,None
مزونس , Mezons,۱,کامپیوتر، فناوری اطلاعات و اینترنت,۱۱ تا ۵۰ نفر,mezons.ir,None
گروه خلاقیت دیجیتال اتمسفر , Atmosfer Group,۱,تبلیغات، بازاریابی و برندسازی,۲ - ۱۰ نفر,None,None
آرشیو مد , Archive Med,۱,کامپیوتر، فناوری اطلاعات و اینترنت,۱۱ تا ۵۰ نفر,www.archivemed.ir,None
یوتاب , Youtab,۱,تبلیغات، بازاریابی و برندسازی,۱۱ تا ۵۰ نفر,None,None
کاوا ارتباطات هوشمند , KAVA Intelligent Communications,۳,مخابرات و ارتباطات (تلکام),۱۱ تا ۵۰ نفر,www.kavatelecom.com,None
ری سلف , Re Self,۱,کامپیوتر، فناوری اطلاعات و اینترنت,۲ - ۱۰ نفر,reself.net,None
مربیان 21 , Co21,۱,آموزش، مدارس و دانشگاه‌ها,۲ - ۱۰ نفر,co21.ir,None
ایران آی تی , IranIT,۱,کامپیوتر، فناوری اطلاعات و اینترنت,۱۱ تا ۵۰ نفر,None,None
رایانیرو , Raya Niroo,۱,کامپیوتر، فناوری اطلاعات و اینترنت,۱۱ تا ۵۰ نفر,rayaniroo.ir,None
پاویر تجارت ایرانیان , Pavir Tejarat Iranian,۳,معماری و عمران,۱۱ تا ۵۰ نفر,www.pavirco.com,None
ایلیا صنعت پژوهان , Iliya Sanat Pazhuhan,۱,خدمات درمانی، پزشکی و سلامت,۱۱ تا ۵۰ نفر,None,None
تئوری دهم , 10 Award,۲,کامپیوتر، فناوری اطلاعات و اینترنت,۲ - ۱۰ نفر,10award.com,None
ارتباطات بارقه پردیس , Baregheh Pardis,۱,کامپیوتر، فناوری اطلاعات و اینترنت,۵۱ تا ۲۰۰ نفر,www.baregheh.com/,None
تلنت‌بریج , TalentBridge GmbH,۵,کامپیوتر، فناوری اطلاعات و اینترنت,۱۱ تا ۵۰ نفر,talentbridge.eu.com,None
آتلیه آسمان , Sky Studio,۱,فرهنگی و ورزشی,۱۱ تا ۵۰ نفر,studio-sky.com,None
آرک فاوا , Arc Fava,۲,کامپیوتر، فناوری اطلاعات و اینترنت,۱۱ تا ۵۰ نفر,www.arcfava.com,None
صوفی گشت , Soufi Gasht,۱,کامپیوتر، فناوری اطلاعات و اینترنت,۱۱ تا ۵۰ نفر,www.soufigasht.com,None
تحلیلگران , Tahlilgaran,۱,کامپیوتر، فناوری اطلاعات و اینترنت,۱۱ تا ۵۰ نفر,None,None
اصل یاب , Aslyab,۳,کامپیوتر، فناوری اطلاعات و اینترنت,۲ - ۱۰ نفر,aslyab.com,None
اتصال یکپارچه  , Ettesal Yekparcheh,۲,کامپیوتر، فناوری اطلاعات و اینترنت,۱۱ تا ۵۰ نفر,www.ettesal.co,None
ویچ رامان , Vich Raman,۱,مخابرات و ارتباطات (تلکام),۱۱ تا ۵۰ نفر,None,None
ونوس شیشه , Venus Glass,۱,تولید و صنایع,۵۰۱ تا ۱۰۰۰ نفر,www.venusglass.net,None
پیام رسان آیگپ , iGap messenger,۷,کامپیوتر، فناوری اطلاعات و اینترنت,۱۱ تا ۵۰ نفر,www.igap.net/fa/,None
پردازش های هوشمند ناوش آریا , Navosh,۲,کامپیوتر، فناوری اطلاعات و اینترنت,۱۱ تا ۵۰ نفر,www.navosh.ir,None
کارگزاری بورسیران , Boursiran Broker,۱,کامپیوتر، فناوری اطلاعات و اینترنت,۱۱ تا ۵۰ نفر,www.boursiran.ir/,None
کادو کارت , Kado Card,۱,خرده‌فروشی، عمده‌فروشی و فروشگاه‌های زنجیره‌ای,۲ - ۱۰ نفر,kadocard.ir,None
گسترش ارتباطات زیرساخت غدیر , Ghadir,۱,کامپیوتر، فناوری اطلاعات و اینترنت,۲ - ۱۰ نفر,None,None
بینالود پرواز شرق , Binalood Agency,۳,گردشگری و هتل‌ها,۲ - ۱۰ نفر,None,None
کودکس , Kodex,۱,تبلیغات، بازاریابی و برندسازی,۲ - ۱۰ نفر,None,None
نوآوران آذرخش فرتاک , Noavaran Azarkhsh Fartak,۱,کامپیوتر، فناوری اطلاعات و اینترنت,۱۱ تا ۵۰ نفر,Noro.ai,None
ساتر معدن آراد , SMA.CO,۱,واردات و صادرات,۲ - ۱۰ نفر,www.satermadan.com,None
شمین گشت , Shamin Gasht,۲,گردشگری و هتل‌ها,۲ - ۱۰ نفر,None,None
دنتال مال , Dental Mall,۱,کامپیوتر، فناوری اطلاعات و اینترنت,۲ - ۱۰ نفر,DentalMall.com,None
نایزک , Nizek,۵,کامپیوتر، فناوری اطلاعات و اینترنت,۱۱ تا ۵۰ نفر,nizek.com,None
تریداتس , 3dots,۱,کامپیوتر، فناوری اطلاعات و اینترنت,۱۱ تا ۵۰ نفر,www.3dots.ir,None
سامانه نگار آتنا , Sana Tech,۱,کامپیوتر، فناوری اطلاعات و اینترنت,۲ - ۱۰ نفر,abrino.ir,None
رایان پژوه سلامت , Rayanpajouh Salamat,۱,کامپیوتر، فناوری اطلاعات و اینترنت,۲ - ۱۰ نفر,rps.co.ir,None
کارگزاری بیمه (بیمه تایم) , Insurance Broker (BimeTime),۲,بیمه,۱۱ تا ۵۰ نفر,www.bimetime.com,None
دیجی آلفا , Digialpha,۱,کامپیوتر، فناوری اطلاعات و اینترنت,۲ - ۱۰ نفر,www.digialpha.agency,None
وان دی آف , The1Day Off,۱,خرده‌فروشی، عمده‌فروشی و فروشگاه‌های زنجیره‌ای,۲ - ۱۰ نفر,1dayoff.com,None
تارنگ دکور , Tarang Decor,۱,معماری و عمران,۱۱ تا ۵۰ نفر,www.tarangdecor.com,None
کاروان , Kare One,۲,کامپیوتر، فناوری اطلاعات و اینترنت,۱۱ تا ۵۰ نفر,www.kareone360.com,None
آكادمی زبان های خارجی نوبل , NOBEL Academy of Foregn Languages,۱,آموزش، مدارس و دانشگاه‌ها,۱۱ تا ۵۰ نفر,nobellc.ir,None
مجموعه سرویس های چاپار  , Chaapaar,۱,کامپیوتر، فناوری اطلاعات و اینترنت,۱۱ تا ۵۰ نفر,None,None
ارتباطات هوشمند چکاوک , Chakavak,۲,مخابرات و ارتباطات (تلکام),۲ - ۱۰ نفر,Chakavak.info,None
فناوری هوشمند آموت , Amoot,۱,کامپیوتر، فناوری اطلاعات و اینترنت,۱۱ تا ۵۰ نفر,None,None
دیناوین , Dinawin,۵,واردات و صادرات,۱۱ تا ۵۰ نفر,None,None
توسعه انرژی مهرآراد , Mehrarad Energy Development ,۲,نفت و گاز,۱۱ تا ۵۰ نفر,www.mehrarad.com/,None
تبلیغاتی داما  , Daama ,۱,تبلیغات، بازاریابی و برندسازی,۱۱ تا ۵۰ نفر,None,None
جامین پیشرو نوید , Jamin Pishronavid,۱,نفت و گاز,۲ - ۱۰ نفر,None,None
بیمه سامان کد 5181 , Saman Insurance 5181,۱,بیمه,۲ - ۱۰ نفر,samaninsurance.ir,None
بهینه سازان فرآیند , Behine Sazan Farayand,۱,کامپیوتر، فناوری اطلاعات و اینترنت,۲ - ۱۰ نفر,bitfinity.ir,None
دی دی آر , DDR,۱,کامپیوتر، فناوری اطلاعات و اینترنت,۲ - ۱۰ نفر,None,None
توسعه تجارت الکترونیک کوروش , Okala,۲,کامپیوتر، فناوری اطلاعات و اینترنت,۵۱ تا ۲۰۰ نفر,okala.com,None
توسعه ارتباطات پیام آوران هزاره نوین , Ertebat Cell,۱,کامپیوتر، فناوری اطلاعات و اینترنت,۲ - ۱۰ نفر,ertebatcell.com,None
یونی بید , Uni Bid,۳,کامپیوتر، فناوری اطلاعات و اینترنت,۱۱ تا ۵۰ نفر,UniBid.ir,None
کوانسنس , Quan Sens,۲,نفت و گاز,۲ - ۱۰ نفر,www.quansens.com,None
آوا رود اندیشه , Ava Rood Andisheh,۱,آموزش، مدارس و دانشگاه‌ها,۲ - ۱۰ نفر,None,None
کندوج , kandouj,۱,تولید و صنایع,۵۱ تا ۲۰۰ نفر,None,None
آنیل , Anil,۱,معماری و عمران,۱۱ تا ۵۰ نفر,None,None
میت آرپ , Meet Arp,۱,سرمایه‌گذاری و تحلیل کسب‌وکار,۲ - ۱۰ نفر,WWW.MEETARP.COM,None
صدگان سامانه هوشمند , Sadgan Samaneh Hooshmand,۲,کامپیوتر، فناوری اطلاعات و اینترنت,۱۱ تا ۵۰ نفر,sadgan.com,None
همگام خودرو آسیا ,  Hamgam Khodro Asia,۱,خودروسازی,۵۰۱ تا ۱۰۰۰ نفر,None,None
تجارت الکترونیک آریستور , Aristor e-commerce Group,۱,کامپیوتر، فناوری اطلاعات و اینترنت,۲ - ۱۰ نفر,Arisstore.ir,None
خدمات خلاقانه تجارت الکترونیک ,  Creative E-commerce Service,۱,کامپیوتر، فناوری اطلاعات و اینترنت,۱۱ تا ۵۰ نفر,None,None
ایران بای بیت , Iran By Bit,۱,گردشگری و هتل‌ها,۲ - ۱۰ نفر,iranbybit.com,None
داروسازی درمانگر سبز اندیش پرنیان , Parnian Co.,۱,تولید و صنایع,۵۱ تا ۲۰۰ نفر,www.shopniltak.com/,None
هیلو , Hailo,۱,حمل و نقل، لاجستیک و انبارداری,۲ - ۱۰ نفر,None,None
بله , Bale,۲,کامپیوتر، فناوری اطلاعات و اینترنت,۵۱ تا ۲۰۰ نفر,bale.ai,None
اکسون ارایه پارسی , Axon Araye Parsi,۱,خرده‌فروشی، عمده‌فروشی و فروشگاه‌های زنجیره‌ای,۲ - ۱۰ نفر,axoncorp.ir,None
نوین رسالت  , Novin Resalat,۳,کامپیوتر، فناوری اطلاعات و اینترنت,۲ - ۱۰ نفر,www.novinresalat.com,None
پروژان , Projon,۱,کامپیوتر، فناوری اطلاعات و اینترنت,۲ - ۱۰ نفر,projon.ga/,None
یونیتی , Uniti,۱,خرده‌فروشی، عمده‌فروشی و فروشگاه‌های زنجیره‌ای,۱۱ تا ۵۰ نفر,unitibv.com/,None
پرنیان پردازش پارس , Parnian Pardazesh,۱,کامپیوتر، فناوری اطلاعات و اینترنت,۱۱ تا ۵۰ نفر,parnianportal.com,None
ارزدیجیتال , ArzDigital,۲,کامپیوتر، فناوری اطلاعات و اینترنت,۱۱ تا ۵۰ نفر,www.arzdigital.com/,None
ایده پردازان فناوری , Ide Pardazan Fanavari,۲,کامپیوتر، فناوری اطلاعات و اینترنت,۲ - ۱۰ نفر,www.ipfanavari.com,None
پایشگران مديريت طرح , Payeshgaran MT,۱,کامپیوتر، فناوری اطلاعات و اینترنت,۱۱ تا ۵۰ نفر,www.payeshgaran.biz,None
آتلیه کاریزما , Charisma,۱,تبلیغات، بازاریابی و برندسازی,۲ - ۱۰ نفر,None,None
ایران ترکی , Iran Turkey,۱,وکالت و حقوقی,۱۱ تا ۵۰ نفر,iranturkey.vip,None
آوان سیستم , Avan System,۳,کامپیوتر، فناوری اطلاعات و اینترنت,۲ - ۱۰ نفر,avansystem.net,None
پیتام , Peytam,۱,کامپیوتر، فناوری اطلاعات و اینترنت,۱۱ تا ۵۰ نفر,None,None
کارینگ(نگین خودرو هوشمند) , Caring,۱,کامپیوتر، فناوری اطلاعات و اینترنت,۱۱ تا ۵۰ نفر,www.caring.ir,None
عصر فناوری دانش , KTE,۲,کامپیوتر، فناوری اطلاعات و اینترنت,۱۱ تا ۵۰ نفر,None,None
مدیاژ , Modiage,۱,کامپیوتر، فناوری اطلاعات و اینترنت,۱۱ تا ۵۰ نفر,modiage.com,None
آروند فن پارس , Arvand Fan Pars,۱,خدمات درمانی، پزشکی و سلامت,۱۱ تا ۵۰ نفر,arvandfan.com,None
عالی پویان , Aalipouyan,۱,مالی و اعتباری,۲ - ۱۰ نفر,None,None
موسسه حقوقی رویای سبز عدالت  , Roya Sabz Edalat,۱,وکالت و حقوقی,۲ - ۱۰ نفر,None,None
تهران ثبت , Tehran Sabt,۳,وکالت و حقوقی,۵۱ تا ۲۰۰ نفر,sabttehran.com,None
نوداکس , Noodax,۱,معماری و عمران,۱۱ تا ۵۰ نفر,www.soorin.co,None
فن آوندپایدار  , Fan Avand Paydar,۱,تولید و صنایع,۱۱ تا ۵۰ نفر,None,None
اکوموتیو , Ecomotive,۱,رسانه و انتشارات,۲ - ۱۰ نفر,ecomotive.ir,None
گروه یکتا , Yekta Group,۱,تبلیغات، بازاریابی و برندسازی,۲ - ۱۰ نفر,6234.ir,None
رسا موج آسیا  , Rasa Mouje Asia,۲,تولید و صنایع,۱۱ تا ۵۰ نفر,WWW.Advanced-PCB.ir,None
خانه ما , House Me,۱,کامپیوتر، فناوری اطلاعات و اینترنت,۲ - ۱۰ نفر,None,None
یکتا تجهیزات نوین بوعلی , Yekta Tajhizat Novin Bo Ali,۲,واردات و صادرات,۱۱ تا ۵۰ نفر,www.ytnba.co,None
زی‌تل , Zitel,۱,مخابرات و ارتباطات (تلکام),۵۱ تا ۲۰۰ نفر,Zi-tel.com,None
گروه صنعتی ظفران , Zafran Industrial Group,۱,نفت و گاز,۵۱ تا ۲۰۰ نفر,None,None
دقیقه , Statsminute,۲,کامپیوتر، فناوری اطلاعات و اینترنت,۲ - ۱۰ نفر,www.statsminute.ir,None
ایده های هوشمند هرمس شریف , Hermes Sharif,۱,کامپیوتر، فناوری اطلاعات و اینترنت,۱۱ تا ۵۰ نفر,hermessharif.com,None
نوین ترخیص باقی , Novin Tarkhis Baghi,۱,واردات و صادرات,۱۱ تا ۵۰ نفر,www.novintarkhis.com,None
روچی , Rochi,۱,کامپیوتر، فناوری اطلاعات و اینترنت,۱۱ تا ۵۰ نفر,sri.co.ir,None
استودیو بین , Biin studio,۱,تبلیغات، بازاریابی و برندسازی,۲ - ۱۰ نفر,None,None
آریامدتور , Aria Med Tour,۱۱,خدمات درمانی، پزشکی و سلامت,۵۱ تا ۲۰۰ نفر,ariamedtour.com,None
موکسو , Mooxoo,۱,کامپیوتر، فناوری اطلاعات و اینترنت,۲ - ۱۰ نفر,mooxoo.de,None
رایانگین پرتیکان , Raya Negin Pertikan,۲,تولید و صنایع,۱۱ تا ۵۰ نفر,None,None
سفرزون , Safarzon,۱,گردشگری و هتل‌ها,۱۱ تا ۵۰ نفر,safarzon.com/,None
شتابیز , Shetabiz,۲,کامپیوتر، فناوری اطلاعات و اینترنت,۲ - ۱۰ نفر,None,None
پرتو بیتا , Parto Bita ,۱,کامپیوتر، فناوری اطلاعات و اینترنت,۱۱ تا ۵۰ نفر,www.partobita.com,None
های اینوست , Hi Invest,۱,املاک و مستغلات,۵۱ تا ۲۰۰ نفر,None,None
ویرا روش پایا , Vira Ravesh Paya,۲,کامپیوتر، فناوری اطلاعات و اینترنت,۱۱ تا ۵۰ نفر,vrpaya.com,None
موسسه انتشاراتی علمی سنا , Sana,۴,آموزش، مدارس و دانشگاه‌ها,۱۱ تا ۵۰ نفر,sanapezeshki.com,None
تمدن پویای مداربسته , TPM Co,۳,کامپیوتر، فناوری اطلاعات و اینترنت,۱۱ تا ۵۰ نفر,None,None
دایو پارس ,  Dio Pars,۹,خدمات درمانی، پزشکی و سلامت,۵۱ تا ۲۰۰ نفر,www.diopars.com,None
کافه لید (آژانس بازاریابی دیجیتال) , Cafe Lead Total Solution Agency,۳,تبلیغات، بازاریابی و برندسازی,۱۱ تا ۵۰ نفر,cafelead.agency,None
نسیم ارتباط دماوند , Nasime Ertebate Damavand,۲,کامپیوتر، فناوری اطلاعات و اینترنت,۲ - ۱۰ نفر,damavandco.com,None
توسعه یکپارچه سامانه های هوشمند قشم , TISA,۱,کامپیوتر، فناوری اطلاعات و اینترنت,۱۱ تا ۵۰ نفر,None,None
پندارسیستم , Pendar Systems,۱,کامپیوتر، فناوری اطلاعات و اینترنت,۲ - ۱۰ نفر,None,None
نردبان اندیشه , Brain Ladder,۱,کامپیوتر، فناوری اطلاعات و اینترنت,۱۱ تا ۵۰ نفر,www.brainladdergames.com,None
رایان مهر پویا , Rayan Mehr Pouya,۱,کامپیوتر، فناوری اطلاعات و اینترنت,۲ - ۱۰ نفر,None,None
کاساب , Kassab,۱,غذا و رستوران‌ها,۵۱ تا ۲۰۰ نفر,None,None
اندیشه کامپیوتر , Andishe Computer,۱,کامپیوتر، فناوری اطلاعات و اینترنت,۵۱ تا ۲۰۰ نفر,andc.ir,None
آما , AMA,۲,تبلیغات، بازاریابی و برندسازی,۲ - ۱۰ نفر,None,None
پردیس سرگرمی ایرانیان , Pardis Sargarmi Iranian,۲,کامپیوتر، فناوری اطلاعات و اینترنت,۱۱ تا ۵۰ نفر,None,None
کانون تابان شهر , Taban Shahr,۱,کامپیوتر، فناوری اطلاعات و اینترنت,۱۱ تا ۵۰ نفر,tabaneshahr.com,None
آرمانی , Rmoney,۱,کامپیوتر، فناوری اطلاعات و اینترنت,۱۱ تا ۵۰ نفر,rmoney.ir,None
تهلوکس , Tehlux,۱,کامپیوتر، فناوری اطلاعات و اینترنت,۲ - ۱۰ نفر,tehlux.com,None
رادیناد , Radinad,۲,کامپیوتر، فناوری اطلاعات و اینترنت,۲ - ۱۰ نفر,None,None
آی اپس , IApps,۲,کامپیوتر، فناوری اطلاعات و اینترنت,۲ - ۱۰ نفر,None,None
اکو , ECO,۲,کامپیوتر، فناوری اطلاعات و اینترنت,۲ - ۱۰ نفر,ecobazaar.ir,None
مسافرتى و جهانگردى جهانبان , Jahanban,۱,گردشگری و هتل‌ها,۲ - ۱۰ نفر,www.jahanbantravel.com,None
آقای لینگو , Aghaye Lingo,۱,کامپیوتر، فناوری اطلاعات و اینترنت,۲ - ۱۰ نفر,www.aghayelingo.com,None
دوریکوین , Doricoin,۱,کامپیوتر، فناوری اطلاعات و اینترنت,۲ - ۱۰ نفر,www.doricoin.com,None
جی ای اس پی , Gisp,۱,تولید و صنایع,۱۱ تا ۵۰ نفر,None,None
توسعه فناوری اطلاعات نارگان , Nargan IT,۱,کامپیوتر، فناوری اطلاعات و اینترنت,۲ - ۱۰ نفر,NarganIT.com,None
تلیله , Talileh,۸,کامپیوتر، فناوری اطلاعات و اینترنت,۲ - ۱۰ نفر,talileh.com,None
بیزلو , Bizlo,۳,کامپیوتر، فناوری اطلاعات و اینترنت,۲ - ۱۰ نفر,bizlo.ir,None
آرايه ايده های هوشمند آسيا , Arayeh Idea,۳,کامپیوتر، فناوری اطلاعات و اینترنت,۱۱ تا ۵۰ نفر,None,None
الو استاد , Alo Ostad,۱,کامپیوتر، فناوری اطلاعات و اینترنت,۱۱ تا ۵۰ نفر,aloostad.com,None
